service_name,service_id,sku_name,sku_id,sku_resource_family,sku_resource_group,sku_usage_type,sku_region,sku_vm_family
Compute Engine,6F81-5844-456A,Network Inter Region Ingress from London to Sydney,7C08-DF8E-A330,Network,InterregionIngress,OnDemand,europe-west2,
Compute Engine,6F81-5844-456A,Network Inter Region Ingress from London to Sydney,7C08-DF8E-A330,Network,InterregionIngress,OnDemand,australia-southeast1,
Compute Engine,6F81-5844-456A,Network Vpn Inter Region Egress from Frankfurt to Israel,7C10-12A6-151C,Network,VPNInterregionEgress,OnDemand,europe-west3,
Compute Engine,6F81-5844-456A,Network Vpn Inter Region Egress from Frankfurt to Israel,7C10-12A6-151C,Network,VPNInterregionEgress,OnDemand,me-west1,
Compute Engine,6F81-5844-456A,Commitment v1: C2D AMD Ram in Israel for 3 Years,7C15-2A72-BBBC,Compute,RAM,Commit3Yr,me-west1,
Compute Engine,6F81-5844-456A,Network Internet Ingress from Eastern Europe to Israel,7C1D-5204-DA01,Network,PremiumInternetIngress,OnDemand,me-west1,
Compute Engine,6F81-5844-456A,Network Vpn Inter Region Egress from Dallas to Los Angeles,7C21-E877-BFB6,Network,VPNInterregionEgress,OnDemand,us-south1,
Compute Engine,6F81-5844-456A,Network Vpn Inter Region Egress from Dallas to Los Angeles,7C21-E877-BFB6,Network,VPNInterregionEgress,OnDemand,us-west2,
Compute Engine,6F81-5844-456A,Network Vpn Inter Region Egress from EMEA to Zurich,7C22-0AD0-471F,Network,VPNInterregionEgress,OnDemand,europe-west1,
Compute Engine,6F81-5844-456A,Network Vpn Inter Region Egress from EMEA to Zurich,7C22-0AD0-471F,Network,VPNInterregionEgress,OnDemand,europe-west6,
Compute Engine,6F81-5844-456A,Network Vpn Inter Region Ingress from Los Angeles to Frankfurt,7C25-7AD7-69B5,Network,VPNInterregionIngress,OnDemand,us-west2,
Compute Engine,6F81-5844-456A,Network Vpn Inter Region Ingress from Los Angeles to Frankfurt,7C25-7AD7-69B5,Network,VPNInterregionIngress,OnDemand,europe-west3,
Compute Engine,6F81-5844-456A,PD snapshot egress between North America and South America,7C2B-E082-2EE3,Compute,PdSnapshotEgress,OnDemand,global,
Compute Engine,6F81-5844-456A,Network Inter Region Ingress from Santiago to Los Angeles,7C31-51C7-714A,Network,InterregionIngress,OnDemand,southamerica-west1,
Compute Engine,6F81-5844-456A,Network Inter Region Ingress from Santiago to Los Angeles,7C31-51C7-714A,Network,InterregionIngress,OnDemand,us-west2,
Compute Engine,6F81-5844-456A,Network Inter Region Ingress from EMEA to Virginia,7C33-7F2B-266A,Network,InterregionIngress,OnDemand,europe-west1,
Compute Engine,6F81-5844-456A,Network Inter Region Ingress from EMEA to Virginia,7C33-7F2B-266A,Network,InterregionIngress,OnDemand,us-east4,
Compute Engine,6F81-5844-456A,Network Inter Region Ingress from Singapore to Sydney,7C34-0CD4-7662,Network,InterregionIngress,OnDemand,asia-southeast1,
Compute Engine,6F81-5844-456A,Network Inter Region Ingress from Singapore to Sydney,7C34-0CD4-7662,Network,InterregionIngress,OnDemand,australia-southeast1,
Compute Engine,6F81-5844-456A,Network Google Egress from Finland to Finland,7C39-525B-E877,Network,GoogleEgress,OnDemand,europe-north1,
Compute Engine,6F81-5844-456A,Network Inter Region Ingress from London to Seoul,7C40-9586-A805,Network,InterregionIngress,OnDemand,europe-west2,
Compute Engine,6F81-5844-456A,Network Inter Region Ingress from London to Seoul,7C40-9586-A805,Network,InterregionIngress,OnDemand,asia-northeast3,
Compute Engine,6F81-5844-456A,Network Internet Ingress from China to Melbourne,7C4A-B393-4912,Network,PremiumInternetIngress,OnDemand,australia-southeast2,
Compute Engine,6F81-5844-456A,Licensing Fee for SQL Server 2012 Enterprise on VM with 86 VCPU,7C60-CE8B-9FEC,License,Microsoft,OnDemand,global,
Compute Engine,6F81-5844-456A,Network Vpn Internet Ingress from China to Toronto,7C62-9C24-4330,Network,VPNInternetIngress,OnDemand,northamerica-northeast2,
Compute Engine,6F81-5844-456A,Regional SSD backed PD Capacity in Santiago,7C63-1C76-0056,Storage,SSD,OnDemand,southamerica-west1,
Compute Engine,6F81-5844-456A,Network Inter Region Ingress from Hong Kong to Osaka,7C63-6F95-28E1,Network,InterregionIngress,OnDemand,asia-east2,
Compute Engine,6F81-5844-456A,Network Inter Region Ingress from Hong Kong to Osaka,7C63-6F95-28E1,Network,InterregionIngress,OnDemand,asia-northeast2,
Compute Engine,6F81-5844-456A,N2D AMD Sole Tenancy Instance RAM running in Seoul,7C63-87A5-A833,Compute,RAM,OnDemand,asia-northeast3,N2D
Compute Engine,6F81-5844-456A,Network Inter Region Egress from Israel to Seoul,7C6C-E425-AF75,Network,InterregionEgress,OnDemand,me-west1,
Compute Engine,6F81-5844-456A,Network Inter Region Egress from Israel to Seoul,7C6C-E425-AF75,Network,InterregionEgress,OnDemand,asia-northeast3,
Compute Engine,6F81-5844-456A,Network Internet Ingress from Australia to Japan,7C6F-014A-4702,Network,PremiumInternetIngress,OnDemand,asia-northeast1,
Compute Engine,6F81-5844-456A,Commitment v1: Memory-optimized Cpu in Montreal for 1 Year,7C74-4F83-34CE,Compute,CPU,Commit1Yr,northamerica-northeast1,
Compute Engine,6F81-5844-456A,Network Inter Region Egress from Americas to Jakarta,7C79-34BD-F61B,Network,InterregionEgress,OnDemand,us-central1,
Compute Engine,6F81-5844-456A,Network Inter Region Egress from Americas to Jakarta,7C79-34BD-F61B,Network,InterregionEgress,OnDemand,asia-southeast2,
Compute Engine,6F81-5844-456A,Network Inter Region Egress from Americas to Jakarta,7C79-34BD-F61B,Network,InterregionEgress,OnDemand,us-east1,
Compute Engine,6F81-5844-456A,Network Inter Region Egress from Americas to Jakarta,7C79-34BD-F61B,Network,InterregionEgress,OnDemand,us-west1,
Compute Engine,6F81-5844-456A,Network Vpn Internet Ingress from Eastern Europe to Hong Kong,7C7B-675C-556B,Network,VPNInternetIngress,OnDemand,asia-east2,
Compute Engine,6F81-5844-456A,Sole Tenancy Premium for N2 Sole Tenancy Instance RAM running in Japan,7C80-8DDE-335F,Compute,RAM,OnDemand,asia-northeast1,
Compute Engine,6F81-5844-456A,Network Vpn Inter Region Egress from Osaka to Warsaw,7C82-1C1D-5281,Network,VPNInterregionEgress,OnDemand,asia-northeast2,
Compute Engine,6F81-5844-456A,Network Vpn Inter Region Egress from Osaka to Warsaw,7C82-1C1D-5281,Network,VPNInterregionEgress,OnDemand,europe-central2,
Compute Engine,6F81-5844-456A,Licensing Fee for Bitnami IOdocs (CPU cost),7C86-88A3-822E,License,BitnamiIOdocs,OnDemand,global,
Compute Engine,6F81-5844-456A,Licensing Fee for Billing test license. on VM with 12 VCPU,7C8A-094F-1071,License,Google,OnDemand,global,
Compute Engine,6F81-5844-456A,Commitment v1: T2D AMD Cpu in Las Vegas for 1 Year,7C8C-4E6D-1BF1,Compute,CPU,Commit1Yr,us-west4,T2D
Compute Engine,6F81-5844-456A,Licensing Fee for Bitnami Canvas (CPU cost),7C97-E894-4C9C,License,BitnamiCanvas,OnDemand,global,
Compute Engine,6F81-5844-456A,Spot Preemptible C2D AMD Custom Instance Core running in London,7C9D-70F4-4350,Compute,CPU,Preemptible,europe-west2,C2D
Compute Engine,6F81-5844-456A,Network Packet Mirroring: Data Processing Charge in Seoul,7CA4-1EDB-BE08,Network,PacketMirroring,OnDemand,asia-northeast3,
Compute Engine,6F81-5844-456A,Licensing Fee for SQL Server 2012 Enterprise on VM with 36 VCPU,7CA4-5A45-998D,License,SQLServer2012Enterprise,OnDemand,global,
Compute Engine,6F81-5844-456A,Network Google Ingress from Los Angeles to Los Angeles,7CA4-6CDF-06FF,Network,GoogleIngress,OnDemand,us-west2,
Compute Engine,6F81-5844-456A,Network Inter Region Ingress from Sydney to Sydney,7CAB-11E5-3405,Network,InterregionIngress,OnDemand,australia-southeast1,
Compute Engine,6F81-5844-456A,Licensing Fee for SQL Server 2014 Web on VM with 52 VCPU,7CAD-7753-B70F,License,SQLServer2014Web,OnDemand,global,
Compute Engine,6F81-5844-456A,Storage Image in Dallas,7CAF-C0DA-C679,Storage,StorageImage,OnDemand,us-south1,
Compute Engine,6F81-5844-456A,Sole Tenancy Premium for N2D AMD Sole Tenancy Instance Core running in Delhi,7CBD-74D3-36BC,Compute,CPU,OnDemand,asia-south2,
Compute Engine,6F81-5844-456A,Network Internet Standard Tier Egress from Sao Paulo,7CC3-1C30-A24D,Network,StandardInternetEgress,OnDemand,southamerica-east1,
Compute Engine,6F81-5844-456A,Network Vpn Inter Region Egress from Israel to Finland,7CC4-AD25-6591,Network,VPNInterregionEgress,OnDemand,me-west1,
Compute Engine,6F81-5844-456A,Network Vpn Inter Region Egress from Israel to Finland,7CC4-AD25-6591,Network,VPNInterregionEgress,OnDemand,europe-north1,
Compute Engine,6F81-5844-456A,Commitment: Compute optimized Ram running in Netherlands for 1 Year,7CC5-4BC6-3539,Compute,RAM,Commit1Yr,europe-west4,C2
Compute Engine,6F81-5844-456A,Licensing Fee for Ubuntu Minimal 16.04 LTS (Xenial Xerus) on g1-small,7CCB-9B88-57E8,License,Canonical,OnDemand,global,
Compute Engine,6F81-5844-456A,Network Inter Region Egress from Hong Kong to Warsaw,7CD3-24EB-3C11,Network,InterregionEgress,OnDemand,asia-east2,
Compute Engine,6F81-5844-456A,Network Inter Region Egress from Hong Kong to Warsaw,7CD3-24EB-3C11,Network,InterregionEgress,OnDemand,europe-central2,
Compute Engine,6F81-5844-456A,Balanced PD Capacity in Jakarta,7CD6-D519-82F7,Storage,SSD,OnDemand,asia-southeast2,
Compute Engine,6F81-5844-456A,Network Inter Region Egress from Jakarta to Japan,7CD7-457A-55FC,Network,InterregionEgress,OnDemand,asia-southeast2,
Compute Engine,6F81-5844-456A,Network Inter Region Egress from Jakarta to Japan,7CD7-457A-55FC,Network,InterregionEgress,OnDemand,asia-northeast1,
Compute Engine,6F81-5844-456A,Licensing Fee for Click to Deploy Apache Flink (GPU cost),7CDA-30A8-D00C,License,Flink,OnDemand,global,
Compute Engine,6F81-5844-456A,Network Inter Region Ingress from Jakarta to Madrid,7CDD-FC4B-48C6,Network,InterregionIngress,OnDemand,asia-southeast2,
Compute Engine,6F81-5844-456A,Network Inter Region Ingress from Jakarta to Madrid,7CDD-FC4B-48C6,Network,InterregionIngress,OnDemand,europe-southwest1,
Compute Engine,6F81-5844-456A,Spot Preemptible Memory-optimized Instance Ram running in Japan,7CDE-C4C3-FE63,Compute,RAM,Preemptible,asia-northeast1,
Compute Engine,6F81-5844-456A,Commitment v1: Nvidia Tesla P100 GPU running in Santiago for 3 Year,7CE9-3FF2-4E1A,Compute,GPU,Commit3Yr,southamerica-west1,
Compute Engine,6F81-5844-456A,Network Vpn Inter Region Egress from Virginia to Madrid,7CF3-27D1-0027,Network,VPNInterregionEgress,OnDemand,us-east4,
Compute Engine,6F81-5844-456A,Network Vpn Inter Region Egress from Virginia to Madrid,7CF3-27D1-0027,Network,VPNInterregionEgress,OnDemand,europe-southwest1,
Compute Engine,6F81-5844-456A,Network Vpn Internet Egress from Las Vegas to Eastern Europe,7CF3-3FAB-CB04,Network,VPNInternetEgress,OnDemand,us-west4,
Compute Engine,6F81-5844-456A,C2D AMD Instance Ram running in Hong Kong,7D01-D6C8-232D,Compute,RAM,OnDemand,asia-east2,C2D
Compute Engine,6F81-5844-456A,Commitment v1: E2 Cpu in Salt Lake City for 1 Year,7D02-C1E0-8B57,Compute,CPU,Commit1Yr,us-west3,E2
Compute Engine,6F81-5844-456A,Licensing Fee for SQL Server 2017 Standard on g1-small,7D0E-62E4-36E6,License,Google,OnDemand,global,
Compute Engine,6F81-5844-456A,Regional Storage PD Capacity in Santiago,7D15-6B1E-66E0,Storage,PDStandard,OnDemand,southamerica-west1,
Compute Engine,6F81-5844-456A,Licensing Fee for StorReduce Large on g1-small,7D1B-1305-C80E,License,StorReduceLarge,OnDemand,global,
Compute Engine,6F81-5844-456A,Network Vpn Inter Region Egress from Warsaw to Sydney,7D1F-3C13-06D1,Network,VPNInterregionEgress,OnDemand,europe-central2,
Compute Engine,6F81-5844-456A,Network Vpn Inter Region Egress from Warsaw to Sydney,7D1F-3C13-06D1,Network,VPNInterregionEgress,OnDemand,australia-southeast1,
Compute Engine,6F81-5844-456A,Spot Preemptible N2D AMD Instance Core running in Toronto,7D21-2828-4EC9,Compute,CPU,Preemptible,northamerica-northeast2,N2D
Compute Engine,6F81-5844-456A,Network Inter Region Ingress from Warsaw to Japan,7D23-449E-FD2A,Network,InterregionIngress,OnDemand,europe-central2,
Compute Engine,6F81-5844-456A,Network Inter Region Ingress from Warsaw to Japan,7D23-449E-FD2A,Network,InterregionIngress,OnDemand,asia-northeast1,
Compute Engine,6F81-5844-456A,C2D AMD Custom Instance Core running in Dallas,7D24-53AF-468A,Compute,CPU,OnDemand,us-south1,C2D
Compute Engine,6F81-5844-456A,Network Vpn Inter Region Egress from Warsaw to Salt Lake City,7D2F-9C20-BA10,Network,VPNInterregionEgress,OnDemand,europe-central2,
Compute Engine,6F81-5844-456A,Network Vpn Inter Region Egress from Warsaw to Salt Lake City,7D2F-9C20-BA10,Network,VPNInterregionEgress,OnDemand,us-west3,
Compute Engine,6F81-5844-456A,Network Vpn Internet Egress from Montreal to Central America,7D3A-DA42-ED04,Network,VPNInternetEgress,OnDemand,northamerica-northeast1,
Compute Engine,6F81-5844-456A,Extreme PD IOPS in Virginia,7D3D-03D2-A977,Storage,SSD,OnDemand,us-east4,
Compute Engine,6F81-5844-456A,Sole Tenancy Overcommit Premium for Sole Tenancy Instance RAM running in Toronto,7D42-5CE0-6A1C,Compute,RAM,OnDemand,northamerica-northeast2,
Compute Engine,6F81-5844-456A,Licensing Fee for Windows 10 Enterprise BYOL on g1-small,7D4F-A9BC-734D,License,Google,OnDemand,global,
Compute Engine,6F81-5844-456A,Balanced PD Capacity in Virginia,7D52-6D58-14FF,Storage,SSD,OnDemand,us-east4,
Compute Engine,6F81-5844-456A,C2D AMD Instance Core running in Toronto,7D62-DC5A-2CFE,Compute,CPU,OnDemand,northamerica-northeast2,C2D
Compute Engine,6F81-5844-456A,Commitment v1: Nvidia Tesla K80 GPU running in EMEA for 3 Year,7D68-012A-D305,Compute,GPU,Commit3Yr,europe-west1,
Compute Engine,6F81-5844-456A,Network Vpn Inter Region Egress from Madrid to Osaka,7D80-BDFD-7508,Network,VPNInterregionEgress,OnDemand,europe-southwest1,
Compute Engine,6F81-5844-456A,Network Vpn Inter Region Egress from Madrid to Osaka,7D80-BDFD-7508,Network,VPNInterregionEgress,OnDemand,asia-northeast2,
Compute Engine,6F81-5844-456A,E2 Instance Ram running in Frankfurt,7D80-F9E4-6A44,Compute,RAM,OnDemand,europe-west3,E2
Compute Engine,6F81-5844-456A,Network Vpn Inter Region Ingress from Melbourne to Montreal,7D82-F50A-E800,Network,VPNInterregionIngress,OnDemand,australia-southeast2,
Compute Engine,6F81-5844-456A,Network Vpn Inter Region Ingress from Melbourne to Montreal,7D82-F50A-E800,Network,VPNInterregionIngress,OnDemand,northamerica-northeast1,
Compute Engine,6F81-5844-456A,C2D AMD Instance Ram running in Toronto,7D85-4666-E9F7,Compute,RAM,OnDemand,northamerica-northeast2,C2D
Compute Engine,6F81-5844-456A,Licensing Fee for SQL Server 2016 Enterprise on VM with 80 VCPU,7D89-7CCE-8B13,License,Microsoft,OnDemand,global,
Compute Engine,6F81-5844-456A,Reserved Nvidia Tesla A100 GPU in Singapore,7D97-D53A-18D9,Compute,GPU,OnDemand,asia-southeast1,
Compute Engine,6F81-5844-456A,Regional SSD backed PD Capacity in Seoul,7D98-C190-0D98,Storage,SSD,OnDemand,asia-northeast3,
Compute Engine,6F81-5844-456A,Licensing Fee for SQL Server 2014 Standard on VM with 24 VCPU,7DA1-B3DC-327B,License,SQLServer2014Standard,OnDemand,global,
Compute Engine,6F81-5844-456A,Commitment v1: E2 Ram in Montreal for 3 Year,7DA6-D861-CC76,Compute,RAM,Commit3Yr,northamerica-northeast1,E2
Compute Engine,6F81-5844-456A,Network Internet Egress from Las Vegas to Eastern Europe,7DA9-7ACF-87ED,Network,PremiumInternetEgress,OnDemand,us-west4,
Compute Engine,6F81-5844-456A,Spot Preemptible E2 Instance Ram running in Santiago,7DAC-1C55-7192,Compute,RAM,Preemptible,southamerica-west1,E2
Compute Engine,6F81-5844-456A,Network Load Balancing: Forwarding Rule Additional Service Charge in Salt Lake City,7DAD-BAF9-75EC,Network,LoadBalancing,OnDemand,us-west3,
Compute Engine,6F81-5844-456A,Internal HTTP(S) Load Balancing: Data Processing Charge in Warsaw,7DAD-D5D5-6195,Network,L7InternalLoadBalancing,OnDemand,europe-central2,
Compute Engine,6F81-5844-456A,Commitment v1: Memory-optimized Ram in Madrid for 1 Year,7DBA-2D70-EF53,Compute,RAM,Commit1Yr,europe-southwest1,
Compute Engine,6F81-5844-456A,Network Vpn Internet Egress from Mumbai to Central America,7DBD-5AAF-1F5E,Network,VPNInternetEgress,OnDemand,asia-south1,
Compute Engine,6F81-5844-456A,Commitment v1: T2D AMD Ram in Zurich for 3 Year,7DBE-61AD-8C00,Compute,RAM,Commit3Yr,europe-west6,T2D
Compute Engine,6F81-5844-456A,Network Google Egress from Melbourne to Melbourne,7DC0-9428-F88A,Network,GoogleEgress,OnDemand,australia-southeast2,
Compute Engine,6F81-5844-456A,Commitment v1: C2D AMD Cpu in Japan for 3 Year,7DC3-B998-FACA,Compute,CPU,Commit3Yr,asia-northeast1,C2D
Compute Engine,6F81-5844-456A,Network Vpn Inter Region Ingress from Osaka to Delhi,7DC6-9843-0D6F,Network,VPNInterregionIngress,OnDemand,asia-northeast2,
Compute Engine,6F81-5844-456A,Network Vpn Inter Region Ingress from Osaka to Delhi,7DC6-9843-0D6F,Network,VPNInterregionIngress,OnDemand,asia-south2,
Compute Engine,6F81-5844-456A,Spot Preemptible E2 Instance Core running in London,7DC7-6365-092D,Compute,CPU,Preemptible,europe-west2,E2
Compute Engine,6F81-5844-456A,Commitment v1: N2 Cpu in Sydney for 3 Year,7DCA-BF41-91FB,Compute,CPU,Commit3Yr,australia-southeast1,N2
Compute Engine,6F81-5844-456A,Network Vpn Inter Region Egress from Melbourne to Madrid,7DCB-A256-C5FF,Network,VPNInterregionEgress,OnDemand,australia-southeast2,
Compute Engine,6F81-5844-456A,Network Vpn Inter Region Egress from Melbourne to Madrid,7DCB-A256-C5FF,Network,VPNInterregionEgress,OnDemand,europe-southwest1,
Compute Engine,6F81-5844-456A,Network Vpn Inter Region Ingress from Hong Kong to Seoul,7DCD-E653-BF85,Network,VPNInterregionIngress,OnDemand,asia-east2,
Compute Engine,6F81-5844-456A,Network Vpn Inter Region Ingress from Hong Kong to Seoul,7DCD-E653-BF85,Network,VPNInterregionIngress,OnDemand,asia-northeast3,
Compute Engine,6F81-5844-456A,Network Vpn Inter Region Egress from Mumbai to Frankfurt,7DD5-E694-C4B2,Network,VPNInterregionEgress,OnDemand,asia-south1,
Compute Engine,6F81-5844-456A,Network Vpn Inter Region Egress from Mumbai to Frankfurt,7DD5-E694-C4B2,Network,VPNInterregionEgress,OnDemand,europe-west3,
Compute Engine,6F81-5844-456A,Commitment v1: A2 Cpu in Finland for 1 Year,7DD6-0EC3-5CD6,Compute,CPU,Commit1Yr,europe-north1,A2
Compute Engine,6F81-5844-456A,Licensing Fee for Click to Deploy Microsoft Windows Active Directory (GPU cost),7DD6-2AC3-DF47,License,WindowsActiveDirectory,OnDemand,global,
Compute Engine,6F81-5844-456A,N2D AMD Instance Ram running in Osaka,7DD8-7C56-8F10,Compute,RAM,OnDemand,asia-northeast2,N2D
Compute Engine,6F81-5844-456A,Licensing Fee for Fedora CoreOS Stable on g1-small,7DE2-7D33-C78F,License,FedoraCoreOS,OnDemand,global,
Compute Engine,6F81-5844-456A,Commitment v1: Memory-optimized Ram in EMEA for 1 Year,7DE3-1755-D034,Compute,RAM,Commit1Yr,europe-west1,
Compute Engine,6F81-5844-456A,Nvidia Tesla V100 GPU attached to Spot Preemptible VMs running in Jakarta,7DE7-44E7-8721,Compute,GPU,Preemptible,asia-southeast2,
Compute Engine,6F81-5844-456A,Spot Preemptible N2D AMD Custom Extended Instance Ram running in Milan,7DEA-BC05-9F09,Compute,RAM,Preemptible,europe-west8,N2D
Compute Engine,6F81-5844-456A,Network Internet Ingress from Central America to Frankfurt,7DF3-758E-6967,Network,PremiumInternetIngress,OnDemand,europe-west3,
Compute Engine,6F81-5844-456A,Network Internet Ingress from India to Santiago,7DF5-C9C6-180D,Network,PremiumInternetIngress,OnDemand,southamerica-west1,
Compute Engine,6F81-5844-456A,Licensing Fee for SQL Server 2017 Web on VM with 74 VCPU,7DFD-1E96-68A0,License,Google,OnDemand,global,
Compute Engine,6F81-5844-456A,Commitment v1: T2D AMD Ram in Milan for 1 Year,7E0D-7AD1-F3F7,Compute,RAM,Commit1Yr,europe-west8,T2D
Compute Engine,6F81-5844-456A,Network Vpn Inter Region Egress from Mumbai to Jakarta,7E10-E578-D9EE,Network,VPNInterregionEgress,OnDemand,asia-south1,
Compute Engine,6F81-5844-456A,Network Vpn Inter Region Egress from Mumbai to Jakarta,7E10-E578-D9EE,Network,VPNInterregionEgress,OnDemand,asia-southeast2,
Compute Engine,6F81-5844-456A,Commitment v1: Ram in Sydney for 1 Year,7E13-274E-7F60,Compute,RAM,Commit1Yr,australia-southeast1,N1
Compute Engine,6F81-5844-456A,Licensing Fee for Ubuntu Snappy 16.04 (CPU cost),7E15-5D2B-A974,License,UbuntuSnappy1604,OnDemand,global,
Compute Engine,6F81-5844-456A,Licensing Fee for SQL Server 2017 Standard on VM with 26 VCPU,7E15-F0C5-9996,License,Google,OnDemand,global,
Compute Engine,6F81-5844-456A,Sole Tenancy Overcommit Premium for N2 Sole Tenancy Instance RAM running in Americas,7E17-EBF5-EF56,Compute,RAM,OnDemand,us-central1,
Compute Engine,6F81-5844-456A,Sole Tenancy Overcommit Premium for N2 Sole Tenancy Instance RAM running in Americas,7E17-EBF5-EF56,Compute,RAM,OnDemand,us-east1,
Compute Engine,6F81-5844-456A,Sole Tenancy Overcommit Premium for N2 Sole Tenancy Instance RAM running in Americas,7E17-EBF5-EF56,Compute,RAM,OnDemand,us-west1,
Compute Engine,6F81-5844-456A,Licensing Fee for SQL Server 2016 Web on VM with 16 VCPU,7E26-62A9-3E65,License,SQLServer2016Web,OnDemand,global,
Compute Engine,6F81-5844-456A,Memory Optimized Upgrade Premium for Memory-optimized Instance Ram running in Finland,7E29-C046-7ACD,Compute,RAM,OnDemand,europe-north1,
Compute Engine,6F81-5844-456A,Spot Preemptible E2 Instance Core running in Sao Paulo,7E31-384B-D406,Compute,CPU,Preemptible,southamerica-east1,E2
Compute Engine,6F81-5844-456A,Network Inter Region Ingress from Seoul to Israel,7E3A-78A0-8F9D,Network,InterregionIngress,OnDemand,asia-northeast3,
Compute Engine,6F81-5844-456A,Network Inter Region Ingress from Seoul to Israel,7E3A-78A0-8F9D,Network,InterregionIngress,OnDemand,me-west1,
Compute Engine,6F81-5844-456A,Network Vpn Inter Region Egress from Sao Paulo to Montreal,7E3D-0CB7-899F,Network,VPNInterregionEgress,OnDemand,southamerica-east1,
Compute Engine,6F81-5844-456A,Network Vpn Inter Region Egress from Sao Paulo to Montreal,7E3D-0CB7-899F,Network,VPNInterregionEgress,OnDemand,northamerica-northeast1,
Compute Engine,6F81-5844-456A,C2D AMD Custom Instance Core running in Warsaw,7E43-D39A-A2B5,Compute,CPU,OnDemand,europe-central2,C2D
Compute Engine,6F81-5844-456A,Network Inter Region Ingress from Hong Kong to Jakarta,7E45-40CD-7D18,Network,InterregionIngress,OnDemand,asia-east2,
Compute Engine,6F81-5844-456A,Network Inter Region Ingress from Hong Kong to Jakarta,7E45-40CD-7D18,Network,InterregionIngress,OnDemand,asia-southeast2,
Compute Engine,6F81-5844-456A,Commitment v1: Nvidia Tesla P4 GPU running in Warsaw for 3 Year,7E48-C3C5-4F8E,Compute,GPU,Commit3Yr,europe-central2,
Compute Engine,6F81-5844-456A,Network Vpn Inter Region Egress from Columbus to EMEA,7E49-9F1E-DD62,Network,VPNInterregionEgress,OnDemand,us-east5,
Compute Engine,6F81-5844-456A,Network Vpn Inter Region Egress from Columbus to EMEA,7E49-9F1E-DD62,Network,VPNInterregionEgress,OnDemand,europe-west1,
Compute Engine,6F81-5844-456A,Licensing Fee for SUSE Manager Server BYOS (GPU cost),7E53-F38A-2DBA,License,SUSE,OnDemand,global,
Compute Engine,6F81-5844-456A,Network Load Balancing: Forwarding Rule Additional Service Charge in Warsaw,7E55-7954-8C7A,Network,LoadBalancing,OnDemand,europe-central2,
Compute Engine,6F81-5844-456A,Licensing Fee for Red Hat Enterprise Linux for SAP with Update Services on VM with 1 to 4 VCPU,7E6E-54A7-319A,License,RedHat,OnDemand,global,
Compute Engine,6F81-5844-456A,Network Inter Region Ingress from Sao Paulo to Zurich,7E70-B597-C2CB,Network,InterregionIngress,OnDemand,southamerica-east1,
Compute Engine,6F81-5844-456A,Network Inter Region Ingress from Sao Paulo to Zurich,7E70-B597-C2CB,Network,InterregionIngress,OnDemand,europe-west6,
Compute Engine,6F81-5844-456A,Network Internet Egress from Warsaw to Australia,7E73-81EB-D2FF,Network,PremiumInternetEgress,OnDemand,europe-central2,
Compute Engine,6F81-5844-456A,Network Vpn Inter Region Egress from Las Vegas to Salt Lake City,7E74-73BA-0960,Network,VPNInterregionEgress,OnDemand,us-west4,
Compute Engine,6F81-5844-456A,Network Vpn Inter Region Egress from Las Vegas to Salt Lake City,7E74-73BA-0960,Network,VPNInterregionEgress,OnDemand,us-west3,
Compute Engine,6F81-5844-456A,Network Inter Region Egress from Warsaw to Warsaw,7E77-046B-13F5,Network,InterregionEgress,OnDemand,europe-central2,
Compute Engine,6F81-5844-456A,Network Vpn Inter Region Egress from Singapore to Virginia,7E78-FDD2-080E,Network,VPNInterregionEgress,OnDemand,asia-southeast1,
Compute Engine,6F81-5844-456A,Network Vpn Inter Region Egress from Singapore to Virginia,7E78-FDD2-080E,Network,VPNInterregionEgress,OnDemand,us-east4,
Compute Engine,6F81-5844-456A,Network Inter Region Ingress from Salt Lake City to Melbourne,7E79-0F15-B53A,Network,InterregionIngress,OnDemand,us-west3,
Compute Engine,6F81-5844-456A,Network Inter Region Ingress from Salt Lake City to Melbourne,7E79-0F15-B53A,Network,InterregionIngress,OnDemand,australia-southeast2,
Compute Engine,6F81-5844-456A,Network Vpn Inter Region Ingress from Milan to Virginia,7E7F-54C4-9ED4,Network,VPNInterregionIngress,OnDemand,europe-west8,
Compute Engine,6F81-5844-456A,Network Vpn Inter Region Ingress from Milan to Virginia,7E7F-54C4-9ED4,Network,VPNInterregionIngress,OnDemand,us-east4,
Compute Engine,6F81-5844-456A,Commitment v1: Ram in Las Vegas for 3 Year,7E81-0C24-F882,Compute,RAM,Commit3Yr,us-west4,N1
Compute Engine,6F81-5844-456A,C2D AMD Custom Instance Ram running in Hong Kong,7E89-EF81-0E1D,Compute,RAM,OnDemand,asia-east2,C2D
Compute Engine,6F81-5844-456A,Spot Preemptible Micro Instance with burstable CPU running in Santiago,7E8B-C6CF-7623,Compute,F1Micro,Preemptible,southamerica-west1,
Compute Engine,6F81-5844-456A,Spot Preemptible E2 Instance Core running in Finland,7E8C-4BFD-3925,Compute,CPU,Preemptible,europe-north1,E2
Compute Engine,6F81-5844-456A,Commitment v1: Nvidia Tesla A100 GPU running in Montreal for 1 Year,7E96-8173-684A,Compute,GPU,Commit1Yr,northamerica-northeast1,A2
Compute Engine,6F81-5844-456A,Spot Preemptible C2D AMD Custom Instance Core running in Sao Paulo,7E9C-CEA8-98BA,Compute,CPU,Preemptible,southamerica-east1,C2D
