service_name,service_id,sku_name,sku_id,sku_resource_family,sku_resource_group,sku_usage_type,sku_region,sku_vm_family
None
Compute Engine,6F81-5844-456A,N1 Predefined Instance Ram running in Zurich,000F-E31B-1D6F,Compute,N1Standard,OnDemand,europe-west6,N1
Compute Engine,6F81-5844-456A,Spot Preemptible Compute optimized Ram running in Montreal,0012-B7F2-DD14,Compute,RAM,Preemptible,northamerica-northeast1,
Compute Engine,6F81-5844-456A,Network Vpn Inter Region Ingress from Paris to Netherlands,0012-DF7B-477A,Network,VPNInterregionIngress,OnDemand,europe-west9,
Compute Engine,6F81-5844-456A,Network Vpn Inter Region Ingress from Paris to Netherlands,0012-DF7B-477A,Network,VPNInterregionIngress,OnDemand,europe-west4,
Compute Engine,6F81-5844-456A,Licensing Fee for SQL Server 2016 Standard on VM with 18 VCPU,0013-863C-A2FF,License,SQLServer2016Standard,OnDemand,global,
Compute Engine,6F81-5844-456A,Licensing Fee for Windows Server 2012 BYOL (CPU cost),0014-939F-88A0,License,Google,OnDemand,global,
Compute Engine,6F81-5844-456A,Commitment v1: Cpu in Montreal for 1 Year,001D-204A-23DA,Compute,CPU,Commit1Yr,northamerica-northeast1,N1
Compute Engine,6F81-5844-456A,Network Vpn Inter Region Ingress from Sydney to Warsaw,0024-DFE0-8A9C,Network,VPNInterregionIngress,OnDemand,australia-southeast1,
Compute Engine,6F81-5844-456A,Network Vpn Inter Region Ingress from Sydney to Warsaw,0024-DFE0-8A9C,Network,VPNInterregionIngress,OnDemand,europe-central2,
Compute Engine,6F81-5844-456A,Sole Tenancy Instance RAM running in Jakarta,0026-A923-AA09,Compute,RAM,OnDemand,asia-southeast2,N1
Compute Engine,6F81-5844-456A,Sole Tenancy Premium for N2D AMD Sole Tenancy Instance Core running in Columbus,0028-F8D6-A106,Compute,CPU,OnDemand,us-east5,
Compute Engine,6F81-5844-456A,Network Vpn Inter Region Ingress from Hong Kong to Sydney,0031-0209-F39B,Network,VPNInterregionIngress,OnDemand,asia-east2,
Compute Engine,6F81-5844-456A,Network Vpn Inter Region Ingress from Hong Kong to Sydney,0031-0209-F39B,Network,VPNInterregionIngress,OnDemand,australia-southeast1,
Compute Engine,6F81-5844-456A,E2 Instance Core running in Paris,0034-652F-8BC9,Compute,CPU,OnDemand,europe-west9,E2
Compute Engine,6F81-5844-456A,Network Internet Standard Tier Egress from Seoul,003A-21C5-CA77,Network,StandardInternetEgress,OnDemand,asia-northeast3,
Compute Engine,6F81-5844-456A,Nvidia Tesla P100 GPU running in Seoul,003E-D940-4BC0,Compute,GPU,OnDemand,asia-northeast3,
Compute Engine,6F81-5844-456A,Network Vpn Inter Region Egress from Toronto to Los Angeles,0043-259E-8E18,Network,VPNInterregionEgress,OnDemand,northamerica-northeast2,
Compute Engine,6F81-5844-456A,Network Vpn Inter Region Egress from Toronto to Los Angeles,0043-259E-8E18,Network,VPNInterregionEgress,OnDemand,us-west2,
Compute Engine,6F81-5844-456A,Sole Tenancy Overcommit Premium for N2 Sole Tenancy Instance RAM running in Columbus,0045-5AC3-AD6E,Compute,RAM,OnDemand,us-east5,
Compute Engine,6F81-5844-456A,Spot Preemptible N2 Custom Instance Core running in Sao Paulo,0048-21CE-74C3,Compute,CPU,Preemptible,southamerica-east1,N2
Compute Engine,6F81-5844-456A,Network Inter Region Egress from Singapore to Seoul,004B-9431-9D1B,Network,InterregionEgress,OnDemand,asia-southeast1,
Compute Engine,6F81-5844-456A,Network Inter Region Egress from Singapore to Seoul,004B-9431-9D1B,Network,InterregionEgress,OnDemand,asia-northeast3,
Compute Engine,6F81-5844-456A,Licensing Fee for SQL Server 2012 Enterprise on VM with 70 VCPU,0059-5B09-058F,License,Microsoft,OnDemand,global,
Compute Engine,6F81-5844-456A,Compute optimized Instance Core running in Dallas,005F-FF3C-58A2,Compute,CPU,OnDemand,us-south1,C2
Compute Engine,6F81-5844-456A,Network Inter Region Egress from Warsaw to Madrid,0061-CC8F-C497,Network,InterregionEgress,OnDemand,europe-central2,
Compute Engine,6F81-5844-456A,Network Inter Region Egress from Warsaw to Madrid,0061-CC8F-C497,Network,InterregionEgress,OnDemand,europe-southwest1,
Compute Engine,6F81-5844-456A,Network Inter Region Egress from Seoul to Montreal,0062-617C-0357,Network,InterregionEgress,OnDemand,asia-northeast3,
Compute Engine,6F81-5844-456A,Network Inter Region Egress from Seoul to Montreal,0062-617C-0357,Network,InterregionEgress,OnDemand,northamerica-northeast1,
Compute Engine,6F81-5844-456A,Licensing Fee for Windows Server 2012 Datacenter Edition on g1-small,0063-AC2D-2E3E,License,WindowsServer2012,OnDemand,global,
Compute Engine,6F81-5844-456A,Extreme PD Capacity in Las Vegas,0070-FFFB-5C9C,Storage,SSD,OnDemand,us-west4,
Compute Engine,6F81-5844-456A,Network Inter Region Ingress from Israel to Santiago,0079-0BAA-3D46,Network,InterregionIngress,OnDemand,me-west1,
Compute Engine,6F81-5844-456A,Network Inter Region Ingress from Israel to Santiago,0079-0BAA-3D46,Network,InterregionIngress,OnDemand,southamerica-west1,
Compute Engine,6F81-5844-456A,Network Vpn Inter Region Egress from Sao Paulo to APAC,0080-E1C7-1253,Network,VPNInterregionEgress,OnDemand,southamerica-east1,
Compute Engine,6F81-5844-456A,Network Vpn Inter Region Egress from Sao Paulo to APAC,0080-E1C7-1253,Network,VPNInterregionEgress,OnDemand,asia-east1,
Compute Engine,6F81-5844-456A,Network Inter Region Egress from Jakarta to Zurich,0082-5327-F53B,Network,InterregionEgress,OnDemand,asia-southeast2,
Compute Engine,6F81-5844-456A,Network Inter Region Egress from Jakarta to Zurich,0082-5327-F53B,Network,InterregionEgress,OnDemand,europe-west6,
Compute Engine,6F81-5844-456A,Licensing Fee for Windows Server 2008R2 BYOL (RAM cost),0082-69B5-4092,License,Google,OnDemand,global,
Compute Engine,6F81-5844-456A,Network Inter Region Egress from Americas to Melbourne,0086-8707-C3B1,Network,InterregionEgress,OnDemand,us-central1,
Compute Engine,6F81-5844-456A,Network Inter Region Egress from Americas to Melbourne,0086-8707-C3B1,Network,InterregionEgress,OnDemand,australia-southeast2,
Compute Engine,6F81-5844-456A,Network Inter Region Egress from Americas to Melbourne,0086-8707-C3B1,Network,InterregionEgress,OnDemand,us-east1,
Compute Engine,6F81-5844-456A,Network Inter Region Egress from Americas to Melbourne,0086-8707-C3B1,Network,InterregionEgress,OnDemand,us-west1,
Compute Engine,6F81-5844-456A,Commitment v1: Nvidia Tesla A100 GPU running in APAC for 3 Year,008E-3414-1336,Compute,GPU,Commit3Yr,asia-east1,A2
Compute Engine,6F81-5844-456A,Commitment v1: Memory-optimized Cpu in Seoul for 3 Year,0090-7E87-FF15,Compute,CPU,Commit3Yr,asia-northeast3,
Compute Engine,6F81-5844-456A,Commitment v1: SLES for SAP for VM with 4 VCPU for 3 Year,0091-A9D6-0935,License,SlesSap,Commit3Yr,global,
Compute Engine,6F81-5844-456A,Licensing Fee for Bitnami Cloud9 on g1-small,0093-F1AD-D619,License,BitnamiCloud9,OnDemand,global,
Compute Engine,6F81-5844-456A,Network Vpn Internet Egress from Los Angeles to Americas,0094-7F03-88E0,Network,VPNInternetEgress,OnDemand,us-west2,
Compute Engine,6F81-5844-456A,C2D AMD Custom Instance Core running in APAC,0096-7925-F1F5,Compute,CPU,OnDemand,asia-east1,C2D
Compute Engine,6F81-5844-456A,Commitment v1: N2D AMD Cpu in Milan for 1 Year,009A-0D76-C50F,Compute,CPU,Commit1Yr,europe-west8,N2D
Compute Engine,6F81-5844-456A,Network Vpn Inter Region Ingress from Sao Paulo to Sydney,009E-9C12-2AFF,Network,VPNInterregionIngress,OnDemand,southamerica-east1,
Compute Engine,6F81-5844-456A,Network Vpn Inter Region Ingress from Sao Paulo to Sydney,009E-9C12-2AFF,Network,VPNInterregionIngress,OnDemand,australia-southeast1,
Compute Engine,6F81-5844-456A,Sole Tenancy Premium for Compute-optimized Sole Tenancy Instance RAM running in Sydney,00A1-6CCF-3DF0,Compute,RAM,OnDemand,australia-southeast1,
Compute Engine,6F81-5844-456A,Network Vpn Inter Region Egress from Jakarta to London,00A8-02A8-78A7,Network,VPNInterregionEgress,OnDemand,asia-southeast2,
Compute Engine,6F81-5844-456A,Network Vpn Inter Region Egress from Jakarta to London,00A8-02A8-78A7,Network,VPNInterregionEgress,OnDemand,europe-west2,
Compute Engine,6F81-5844-456A,Network Inter Region Ingress from Salt Lake City to Santiago,00A9-F790-8E4C,Network,InterregionIngress,OnDemand,us-west3,
Compute Engine,6F81-5844-456A,Network Inter Region Ingress from Salt Lake City to Santiago,00A9-F790-8E4C,Network,InterregionIngress,OnDemand,southamerica-west1,
Compute Engine,6F81-5844-456A,Network Vpn Internet Egress from Israel to India,00AC-32D6-0615,Network,VPNInternetEgress,OnDemand,me-west1,
Compute Engine,6F81-5844-456A,Licensing Fee for Windows Server 2016 Datacenter Edition (CPU cost),00B2-37B0-B8BB,License,Windows2016,OnDemand,global,
Compute Engine,6F81-5844-456A,Network Vpn Internet Ingress from APAC to Delhi,00C3-1571-1A0C,Network,VPNInternetIngress,OnDemand,asia-south2,
Compute Engine,6F81-5844-456A,Network Vpn Inter Region Ingress from Columbus to Netherlands,00C6-698A-6D76,Network,VPNInterregionIngress,OnDemand,us-east5,
Compute Engine,6F81-5844-456A,Network Vpn Inter Region Ingress from Columbus to Netherlands,00C6-698A-6D76,Network,VPNInterregionIngress,OnDemand,europe-west4,
Compute Engine,6F81-5844-456A,Network Vpn Internet Ingress from EMEA to Finland,00CC-A812-D4D2,Network,VPNInternetIngress,OnDemand,europe-north1,
Compute Engine,6F81-5844-456A,Network Inter Region Ingress from Netherlands to Finland,00CF-171B-450C,Network,InterregionIngress,OnDemand,europe-west4,
Compute Engine,6F81-5844-456A,Network Inter Region Ingress from Netherlands to Finland,00CF-171B-450C,Network,InterregionIngress,OnDemand,europe-north1,
Compute Engine,6F81-5844-456A,Licensing Fee for SQL Server 2017 Standard on VM with 66 VCPU,00D4-6D44-3FCB,License,Google,OnDemand,global,
Compute Engine,6F81-5844-456A,Spot Preemptible Micro Instance with burstable CPU running in EMEA,00D4-D26B-0176,Compute,F1Micro,Preemptible,europe-west1,
Compute Engine,6F81-5844-456A,Spot Preemptible Custom Instance Ram running in Finland,00E0-7FED-429C,Compute,RAM,Preemptible,europe-north1,N1
Compute Engine,6F81-5844-456A,Network Inter Region Egress from APAC to Los Angeles,00EA-CCDD-9909,Network,InterregionEgress,OnDemand,asia-east1,
Compute Engine,6F81-5844-456A,Network Inter Region Egress from APAC to Los Angeles,00EA-CCDD-9909,Network,InterregionEgress,OnDemand,us-west2,
Compute Engine,6F81-5844-456A,Commitment v1: Cpu in Virginia for 1 Year,00EE-95C9-2FF9,Compute,CPU,Commit1Yr,us-east4,N1
Compute Engine,6F81-5844-456A,Network Vpn Internet Egress from Netherlands to South America,00EE-CE24-1071,Network,VPNInternetEgress,OnDemand,europe-west4,
Compute Engine,6F81-5844-456A,Spot Preemptible Micro Instance with burstable CPU running in Melbourne,00EF-0568-A000,Compute,F1Micro,Preemptible,australia-southeast2,
Compute Engine,6F81-5844-456A,Network Inter Region Egress from Frankfurt to Americas,00F1-65AD-DC47,Network,InterregionEgress,OnDemand,europe-west3,
Compute Engine,6F81-5844-456A,Network Inter Region Egress from Frankfurt to Americas,00F1-65AD-DC47,Network,InterregionEgress,OnDemand,us-central1,
Compute Engine,6F81-5844-456A,Custom Instance Core running in Seoul,00F6-BFEA-8A67,Compute,CPU,OnDemand,asia-northeast3,N1
Compute Engine,6F81-5844-456A,E2 Instance Core running in Los Angeles,00FD-B743-831B,Compute,CPU,OnDemand,us-west2,E2
Compute Engine,6F81-5844-456A,Network Vpn Inter Region Ingress from Montreal to Melbourne,00FF-0BCE-C4F1,Network,VPNInterregionIngress,OnDemand,northamerica-northeast1,
Compute Engine,6F81-5844-456A,Network Vpn Inter Region Ingress from Montreal to Melbourne,00FF-0BCE-C4F1,Network,VPNInterregionIngress,OnDemand,australia-southeast2,
Compute Engine,6F81-5844-456A,Compute-optimized Sole Tenancy Instance RAM running in APAC,0101-B684-19CF,Compute,RAM,OnDemand,asia-east1,C2
Compute Engine,6F81-5844-456A,Network Internet Egress from Japan to India,0115-181C-3232,Network,PremiumInternetEgress,OnDemand,asia-northeast1,
Compute Engine,6F81-5844-456A,Extreme PD IOPS in Mumbai,011B-2D29-8EE6,Storage,SSD,OnDemand,asia-south1,
Compute Engine,6F81-5844-456A,Licensing Fee for SQL Server 2014 Enterprise on VM with 54 VCPU,011E-08CB-3625,License,SQLServer2014Enterprise,OnDemand,global,
Compute Engine,6F81-5844-456A,N2D AMD Instance Core running in Salt Lake City,011F-F649-4A0D,Compute,CPU,OnDemand,us-west3,N2D
Compute Engine,6F81-5844-456A,Compute-optimized Sole Tenancy Instance RAM running in Americas,0121-930D-8661,Compute,RAM,OnDemand,us-central1,C2
Compute Engine,6F81-5844-456A,Compute-optimized Sole Tenancy Instance RAM running in Americas,0121-930D-8661,Compute,RAM,OnDemand,us-east1,C2
Compute Engine,6F81-5844-456A,Compute-optimized Sole Tenancy Instance RAM running in Americas,0121-930D-8661,Compute,RAM,OnDemand,us-west1,C2
Compute Engine,6F81-5844-456A,Licensing Fee for SQL Server 2012 Web on VM with 88 VCPU,0129-0DE0-1C40,License,Microsoft,OnDemand,global,
Compute Engine,6F81-5844-456A,E2 Instance Core running in Netherlands,012A-5DBB-1352,Compute,CPU,OnDemand,europe-west4,E2
Compute Engine,6F81-5844-456A,Commitment v1: C2D AMD Ram in Toronto for 3 Year,012B-CDD2-F1D3,Compute,RAM,Commit3Yr,northamerica-northeast2,C2D
Compute Engine,6F81-5844-456A,Licensing Fee for Ubuntu Development (devel) (RAM cost),0132-62D4-1C7F,License,UbuntuDev,OnDemand,global,
Compute Engine,6F81-5844-456A,Sole Tenancy Premium for Sole Tenancy Instance Core running in Zurich,0133-361C-2DCD,Compute,CPU,OnDemand,europe-west6,
Compute Engine,6F81-5844-456A,Network Vpn Inter Region Egress from Osaka to Osaka,013C-BA4C-3D43,Network,VPNInterregionEgress,OnDemand,asia-northeast2,
Compute Engine,6F81-5844-456A,On-demand fee for total VM network bandwidth up to 100 Gbps in Iowa,0141-0887-121B,Network,AdvancedNetworking,OnDemand,us-central1,
Compute Engine,6F81-5844-456A,Network Inter Region Ingress from Toronto to Paris,0143-24AF-CE2A,Network,InterregionIngress,OnDemand,northamerica-northeast2,
Compute Engine,6F81-5844-456A,Network Inter Region Ingress from Toronto to Paris,0143-24AF-CE2A,Network,InterregionIngress,OnDemand,europe-west9,
Compute Engine,6F81-5844-456A,N1 Predefined Instance Ram running in Singapore,0143-7EA7-329F,Compute,N1Standard,OnDemand,asia-southeast1,N1
Compute Engine,6F81-5844-456A,Licensing Fee for SQL Server 2016 Standard on VM with 86 VCPU,0152-FC50-2539,License,Microsoft,OnDemand,global,
Compute Engine,6F81-5844-456A,Network Inter Region Ingress from Japan to EMEA,015A-0CE1-E4FB,Network,InterregionIngress,OnDemand,asia-northeast1,
Compute Engine,6F81-5844-456A,Network Inter Region Ingress from Japan to EMEA,015A-0CE1-E4FB,Network,InterregionIngress,OnDemand,europe-west1,
Compute Engine,6F81-5844-456A,Network Vpn Inter Region Egress from Sao Paulo to Milan,015C-F80B-E8FC,Network,VPNInterregionEgress,OnDemand,southamerica-east1,
Compute Engine,6F81-5844-456A,Network Vpn Inter Region Egress from Sao Paulo to Milan,015C-F80B-E8FC,Network,VPNInterregionEgress,OnDemand,europe-west8,
Compute Engine,6F81-5844-456A,Network Vpn Inter Region Egress from Netherlands to Seoul,015D-C086-3556,Network,VPNInterregionEgress,OnDemand,europe-west4,
Compute Engine,6F81-5844-456A,Network Vpn Inter Region Egress from Netherlands to Seoul,015D-C086-3556,Network,VPNInterregionEgress,OnDemand,asia-northeast3,
Compute Engine,6F81-5844-456A,Network Vpn Inter Region Egress from Japan to Paris,0165-4E72-48AA,Network,VPNInterregionEgress,OnDemand,asia-northeast1,
Compute Engine,6F81-5844-456A,Network Vpn Inter Region Egress from Japan to Paris,0165-4E72-48AA,Network,VPNInterregionEgress,OnDemand,europe-west9,
Compute Engine,6F81-5844-456A,Commitment: Compute optimized Core running in Frankfurt for 1 Year,0169-9D02-5049,Compute,CPU,Commit1Yr,europe-west3,C2
Compute Engine,6F81-5844-456A,Commitment v1: N1 Cpu in Madrid for 3 Years,016D-7618-23A5,Compute,CPU,Commit3Yr,europe-southwest1,N1
Compute Engine,6F81-5844-456A,Spot Preemptible N2D AMD Custom Instance Ram running in Melbourne,016F-ADEA-6ED0,Compute,RAM,Preemptible,australia-southeast2,N2D
Compute Engine,6F81-5844-456A,Network Internet Egress from Japan to Middle East,017C-922F-E5A6,Network,PremiumInternetEgress,OnDemand,asia-northeast1,
Compute Engine,6F81-5844-456A,Spot Preemptible C2D AMD Custom Extended Instance Ram running in Montreal,017E-C26F-FBFD,Compute,RAM,Preemptible,northamerica-northeast1,C2D
Compute Engine,6F81-5844-456A,Network Inter Region Egress from Jakarta to Sydney,0187-339D-7E82,Network,InterregionEgress,OnDemand,asia-southeast2,
Compute Engine,6F81-5844-456A,Network Inter Region Egress from Jakarta to Sydney,0187-339D-7E82,Network,InterregionEgress,OnDemand,australia-southeast1,
Compute Engine,6F81-5844-456A,Network Vpn Inter Region Egress from Santiago to Montreal,018C-7571-16B6,Network,VPNInterregionEgress,OnDemand,southamerica-west1,
Compute Engine,6F81-5844-456A,Network Vpn Inter Region Egress from Santiago to Montreal,018C-7571-16B6,Network,VPNInterregionEgress,OnDemand,northamerica-northeast1,
Compute Engine,6F81-5844-456A,Network Vpn Internet Ingress from Eastern Europe to Toronto,018E-1BDE-358D,Network,VPNInternetIngress,OnDemand,northamerica-northeast2,
Compute Engine,6F81-5844-456A,Spot Preemptible N2D AMD Custom Extended Instance Ram running in Seoul,0198-0001-98B1,Compute,RAM,Preemptible,asia-northeast3,N2D
Compute Engine,6F81-5844-456A,Network Vpn Inter Region Ingress from Montreal to Japan,019B-44DC-7D49,Network,VPNInterregionIngress,OnDemand,northamerica-northeast1,
Compute Engine,6F81-5844-456A,Network Vpn Inter Region Ingress from Montreal to Japan,019B-44DC-7D49,Network,VPNInterregionIngress,OnDemand,asia-northeast1,
Compute Engine,6F81-5844-456A,N2D AMD Instance Ram running in Israel,019D-ED1E-9BD7,Compute,RAM,OnDemand,me-west1,
Compute Engine,6F81-5844-456A,Licensing Fee for Ubuntu 17.10 (Artful Aardvark) on g1-small,01A1-62BD-1103,License,Ubuntu1710,OnDemand,global,
Compute Engine,6F81-5844-456A,Nvidia Tesla T4 GPU attached to Spot Preemptible VMs running in Seoul,01B7-7E2D-ACB7,Compute,GPU,Preemptible,asia-northeast3,
Compute Engine,6F81-5844-456A,Network Vpn Inter Region Egress from Osaka to Seoul,01B7-BA13-A5C2,Network,VPNInterregionEgress,OnDemand,asia-northeast2,
Compute Engine,6F81-5844-456A,Network Vpn Inter Region Egress from Osaka to Seoul,01B7-BA13-A5C2,Network,VPNInterregionEgress,OnDemand,asia-northeast3,
Compute Engine,6F81-5844-456A,Network Inter Region Ingress from Osaka to Montreal,01BA-0FBA-C34D,Network,InterregionIngress,OnDemand,asia-northeast2,
Compute Engine,6F81-5844-456A,Network Inter Region Ingress from Osaka to Montreal,01BA-0FBA-C34D,Network,InterregionIngress,OnDemand,northamerica-northeast1,
Compute Engine,6F81-5844-456A,Spot Preemptible N2 Custom Extended Instance Ram running in Milan,01BB-E4C2-1DD7,Compute,RAM,Preemptible,europe-west8,N2
Compute Engine,6F81-5844-456A,Network Internet Ingress from EMEA to APAC,01C0-FA36-23A3,Network,PremiumInternetIngress,OnDemand,asia-east1,
Compute Engine,6F81-5844-456A,Commitment v1: T2D AMD Cpu in APAC for 1 Year,01C2-4069-28D1,Compute,CPU,Commit1Yr,asia-east1,T2D
Compute Engine,6F81-5844-456A,Network Vpn Inter Region Ingress from Milan to Netherlands,01C8-F5A2-846F,Network,VPNInterregionIngress,OnDemand,europe-west8,
Compute Engine,6F81-5844-456A,Network Vpn Inter Region Ingress from Milan to Netherlands,01C8-F5A2-846F,Network,VPNInterregionIngress,OnDemand,europe-west4,
Compute Engine,6F81-5844-456A,T2D AMD Instance Core running in Virginia,01C8-F6AC-8232,Compute,CPU,OnDemand,us-east4,T2D
Compute Engine,6F81-5844-456A,HTTP Load Balancing: Global Forwarding Rule Additional Service Charge,01CB-E623-2700,Network,LoadBalancing,OnDemand,global,
Compute Engine,6F81-5844-456A,Spot Preemptible Custom Instance Core running in APAC,01CF-31EC-0C56,Compute,CPU,Preemptible,asia-east1,N1
Compute Engine,6F81-5844-456A,On-demand fee for total VM network bandwidth up to 100 Gbps in South Carolina,01D5-1AF1-FD83,Network,AdvancedNetworking,OnDemand,us-east1,
Compute Engine,6F81-5844-456A,Network Vpn Inter Region Ingress from Israel to Sydney,01D5-6812-840A,Network,VPNInterregionIngress,OnDemand,me-west1,
Compute Engine,6F81-5844-456A,Network Vpn Inter Region Ingress from Israel to Sydney,01D5-6812-840A,Network,VPNInterregionIngress,OnDemand,australia-southeast1,
Compute Engine,6F81-5844-456A,Spot Preemptible N2 Custom Extended Instance Ram running in Las Vegas,01DC-5831-0B40,Compute,RAM,Preemptible,us-west4,N2
Compute Engine,6F81-5844-456A,Compute-optimized Sole Tenancy Instance RAM running in Montreal,01E3-ED50-D786,Compute,RAM,OnDemand,northamerica-northeast1,C2
Compute Engine,6F81-5844-456A,Commitment v1: T2D AMD Cpu in Hong Kong for 1 Year,01EA-6B5E-9A7A,Compute,CPU,Commit1Yr,asia-east2,T2D
Compute Engine,6F81-5844-456A,Network Inter Region Ingress from London to Santiago,01F4-EC8E-FF22,Network,InterregionIngress,OnDemand,europe-west2,
Compute Engine,6F81-5844-456A,Network Inter Region Ingress from London to Santiago,01F4-EC8E-FF22,Network,InterregionIngress,OnDemand,southamerica-west1,
Compute Engine,6F81-5844-456A,Nvidia Tesla T4 GPU running in Japan,01F6-D833-EC61,Compute,GPU,OnDemand,asia-northeast1,
Compute Engine,6F81-5844-456A,Memory-optimized Sole Tenancy Instance Core running in Mumbai,01FA-D9B9-1E14,Compute,CPU,OnDemand,asia-south1,
Compute Engine,6F81-5844-456A,Spot Preemptible C2D AMD Instance Ram running in Los Angeles,01FB-FA73-20DC,Compute,RAM,Preemptible,us-west2,C2D
Compute Engine,6F81-5844-456A,N2D AMD Custom Instance Core running in Los Angeles,01FE-1823-247B,Compute,CPU,OnDemand,us-west2,N2D
Compute Engine,6F81-5844-456A,Licensing Fee for SQL Server 2012 Enterprise on VM with 26 VCPU,0206-12E6-FB5B,License,SQLServer2012Enterprise,OnDemand,global,
Compute Engine,6F81-5844-456A,Network Vpn Inter Region Egress from Seoul to APAC,0209-81BB-A68F,Network,VPNInterregionEgress,OnDemand,asia-northeast3,
Compute Engine,6F81-5844-456A,Network Vpn Inter Region Egress from Seoul to APAC,0209-81BB-A68F,Network,VPNInterregionEgress,OnDemand,asia-east1,
Compute Engine,6F81-5844-456A,Memory-optimized Sole Tenancy Instance Core running in Jakarta,0217-F90D-0A84,Compute,CPU,OnDemand,asia-southeast2,
Compute Engine,6F81-5844-456A,Network Inter Region Ingress from Paris to Montreal,021B-22E2-B837,Network,InterregionIngress,OnDemand,europe-west9,
Compute Engine,6F81-5844-456A,Network Inter Region Ingress from Paris to Montreal,021B-22E2-B837,Network,InterregionIngress,OnDemand,northamerica-northeast1,
Compute Engine,6F81-5844-456A,Network Vpn Internet Egress from Toronto to Central America,021D-CD3B-A9C2,Network,VPNInternetEgress,OnDemand,northamerica-northeast2,
Compute Engine,6F81-5844-456A,Network Vpn Internet Ingress from Central America to APAC,0221-A2A3-EA8D,Network,VPNInternetIngress,OnDemand,asia-east1,
Compute Engine,6F81-5844-456A,Network Inter Region Ingress from Seoul to Paris,0223-5F59-110A,Network,InterregionIngress,OnDemand,asia-northeast3,
Compute Engine,6F81-5844-456A,Network Inter Region Ingress from Seoul to Paris,0223-5F59-110A,Network,InterregionIngress,OnDemand,europe-west9,
Compute Engine,6F81-5844-456A,Licensing Fee for SQL Server 2014 Enterprise on VM with 62 VCPU,0225-8EF9-F475,License,SQLServer2014Enterprise,OnDemand,global,
Compute Engine,6F81-5844-456A,Network Vpn Inter Region Egress from Zurich to Mumbai,022B-8E36-76A8,Network,VPNInterregionEgress,OnDemand,europe-west6,
Compute Engine,6F81-5844-456A,Network Vpn Inter Region Egress from Zurich to Mumbai,022B-8E36-76A8,Network,VPNInterregionEgress,OnDemand,asia-south1,
Compute Engine,6F81-5844-456A,Spot Preemptible N2 Custom Instance Ram running in London,023C-2845-395C,Compute,RAM,Preemptible,europe-west2,N2
Compute Engine,6F81-5844-456A,Network Vpn Inter Region Egress from Sydney to Salt Lake City,023F-01EB-0891,Network,VPNInterregionEgress,OnDemand,australia-southeast1,
Compute Engine,6F81-5844-456A,Network Vpn Inter Region Egress from Sydney to Salt Lake City,023F-01EB-0891,Network,VPNInterregionEgress,OnDemand,us-west3,
Compute Engine,6F81-5844-456A,Spot Preemptible N1 Predefined Instance Core running in Virginia,023F-CB27-DC68,Compute,N1Standard,Preemptible,us-east4,N1
Compute Engine,6F81-5844-456A,Network Vpn Internet Ingress from EMEA to Americas,0241-9BAF-729D,Network,VPNInternetIngress,OnDemand,us-central1,
Compute Engine,6F81-5844-456A,Network Vpn Internet Ingress from EMEA to Americas,0241-9BAF-729D,Network,VPNInternetIngress,OnDemand,us-east1,
Compute Engine,6F81-5844-456A,Network Vpn Internet Ingress from EMEA to Americas,0241-9BAF-729D,Network,VPNInternetIngress,OnDemand,us-west1,
Compute Engine,6F81-5844-456A,SSD backed Local Storage in Milan,0244-44E9-C1CE,Storage,LocalSSD,OnDemand,europe-west8,
Compute Engine,6F81-5844-456A,Network Vpn Inter Region Ingress from Israel to Netherlands,0246-8106-6F18,Network,VPNInterregionIngress,OnDemand,me-west1,
Compute Engine,6F81-5844-456A,Network Vpn Inter Region Ingress from Israel to Netherlands,0246-8106-6F18,Network,VPNInterregionIngress,OnDemand,europe-west4,
Compute Engine,6F81-5844-456A,Network Vpn Internet Egress from Paris to South America,0249-7F43-AC5F,Network,VPNInternetEgress,OnDemand,europe-west9,
Compute Engine,6F81-5844-456A,Spot Preemptible N2D AMD Custom Instance Core running in Americas,024D-A256-0327,Compute,CPU,Preemptible,us-central1,N2D
Compute Engine,6F81-5844-456A,Spot Preemptible N2D AMD Custom Instance Core running in Americas,024D-A256-0327,Compute,CPU,Preemptible,us-east1,N2D
Compute Engine,6F81-5844-456A,Spot Preemptible N2D AMD Custom Instance Core running in Americas,024D-A256-0327,Compute,CPU,Preemptible,us-west1,N2D
Compute Engine,6F81-5844-456A,Commitment v1: Nvidia Tesla P4 GPU running in Santiago for 1 Year,0256-9B50-E3E1,Compute,GPU,Commit1Yr,southamerica-west1,
Compute Engine,6F81-5844-456A,Network Vpn Inter Region Ingress from Toronto to Sydney,0257-71FC-6AFA,Network,VPNInterregionIngress,OnDemand,northamerica-northeast2,
Compute Engine,6F81-5844-456A,Network Vpn Inter Region Ingress from Toronto to Sydney,0257-71FC-6AFA,Network,VPNInterregionIngress,OnDemand,australia-southeast1,
Compute Engine,6F81-5844-456A,Network Inter Region Egress from Madrid to Americas,025A-2521-64BD,Network,InterregionEgress,OnDemand,europe-southwest1,
Compute Engine,6F81-5844-456A,Network Inter Region Egress from Madrid to Americas,025A-2521-64BD,Network,InterregionEgress,OnDemand,us-central1,
Compute Engine,6F81-5844-456A,Network Vpn Inter Region Ingress from Montreal to Las Vegas,025A-AF7D-0682,Network,VPNInterregionIngress,OnDemand,northamerica-northeast1,
